config	experiment	group	mazeFile	numStartingPositions	pc_files	traces	numEpisodes	numObstacles	num_cells	run_id
c1	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M10600.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	6	280	9
c1	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M10600.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	6	280	10
c1	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M10600.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	6	280	11
c1	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M10600.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	6	280	12
c1	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M10600.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	6	280	13
c1	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M10600.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	6	280	14
c1	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M10600.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	6	280	15
c1	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M10600.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	6	280	16
c1	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M10600.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	6	280	17
c1	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M10600.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	6	280	18
c1	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M10600.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	6	280	19
c2	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M11100.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	11	280	0
c2	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M11100.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	11	280	1
c2	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M11100.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	11	280	2
c2	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M11100.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	11	280	3
c2	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M11100.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	11	280	4
c2	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M11100.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	11	280	5
c2	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M11100.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	11	280	6
c2	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M11100.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	11	280	7
c2	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M11100.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	11	280	8
c2	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M11100.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	11	280	9
c2	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M11100.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	11	280	10
c2	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M11100.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	11	280	11
c2	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M11100.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	11	280	12
c2	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M11100.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	11	280	13
c2	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M11100.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	11	280	14
c2	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M11100.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	11	280	15
c2	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M11100.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	11	280	16
c2	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M11100.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	11	280	17
c2	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M11100.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	11	280	18
c2	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M11100.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	11	280	19
c3	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M12300.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	23	280	0
c3	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M12300.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	23	280	1
c3	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M12300.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	23	280	2
c3	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M12300.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	23	280	3
c3	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M12300.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	23	280	4
c3	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M12300.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	23	280	5
c3	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M12300.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	23	280	6
c3	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M12300.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	23	280	7
c3	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M12300.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	23	280	8
c3	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M12300.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	23	280	9
c3	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M12300.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	23	280	10
c3	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M12300.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	23	280	11
c3	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M12300.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	23	280	12
c3	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M12300.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	23	280	13
c3	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M12300.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	23	280	14
c3	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M12300.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	23	280	15
c3	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M12300.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	23	280	16
c3	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M12300.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	23	280	17
c3	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M12300.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	23	280	18
c3	experiments/setups/experiment_1.xml	g1	experiments/mazes/biology/M12300.xml	1	experiments/pc_layers/uniform_densities/u56_10.csv	0.4	4000	23	280	19
